"","X","id","name","latitude","longitude","latest"
"52",214,225803,"Lewisham - Honor Oak Park",51.4496728960354,-0.0374153592115306,"2024-12-07T15:00:00Z"
"53",216,225805,"Wandsworth - Lavender Hill (Clapham Jct)",51.4636903568111,-0.166713485994806,"2024-12-07T15:00:00Z"
"54",218,225807,"Westminster - Covent Garden",51.5119769825798,-0.12162720332856,"2024-12-07T15:00:00Z"
"55",228,225839,"Wandsworth - Battersea",51.4794395281222,-0.141786953606306,"2024-12-07T14:00:00Z"
"56",233,225850,"Wandsworth - Tooting High Street",51.429331,-0.166524,"2024-12-07T15:00:00Z"
"57",234,225851,"Wandsworth - Putney",51.4650325059122,-0.215824580947572,"2024-12-07T14:00:00Z"
"58",235,225852,"Wandsworth - Putney High Street",51.463429,-0.215871,"2024-12-07T15:00:00Z"
"59",236,227058,"Newham - Britannia Gate",51.503858,0.020574415,"2024-12-07T04:00:00Z"
"60",239,230827,"Southwark - South Circular Road",51.442633,-0.077653974,"2024-12-07T15:00:00Z"
"61",240,270693,"Waterloo Place (The Crown Estate)",51.5075819137762,-0.133068372704093,"2024-12-07T15:00:00Z"
"62",242,270712,"Lewisham - Laurence House Catford",51.4447808,-0.0221832,"2024-12-07T15:00:00Z"
"63",250,1235983,"Islington",51.5465402591367,-0.0907452421552941,"2024-12-07T16:00:00Z"
"64",251,1462792,"UAL Creative Computing Institute, Greencoat Building",51.4723090811869,-0.0860062392925502,"2024-12-07T16:00:00Z"
"65",252,2453304,"Marylebone Road",51.52224,-0.15657,"2024-12-07T16:00:00Z"
"66",253,2453309,"Honor Oak Park",51.451186,-0.039428,"2024-12-07T16:00:00Z"
"67",254,2453312,"Honor Oak Park",51.451186,-0.039428,"2024-12-07T16:00:00Z"
"68",255,2453319,"Marylebone Road",51.52224,-0.15657,"2024-12-07T16:00:00Z"
"69",256,2659910,"Borehamwood Meadow Park - UKA00644",51.6612289992477,-0.270671000067318,"2024-12-07T06:00:00Z"
"70",262,2984093,"Maiden Lane, London",51.5423,-0.1285,"2024-12-07T16:00:00Z"
"71",263,3039088,"Farthing downs",51.3082,-0.1365,"2024-12-07T16:00:00Z"
"72",264,3053804,"Twickenham",51.4453484391268,-0.334872116489035,"2024-12-07T16:00:00Z"
"73",269,3057945,"Harlesden LP2",51.53469,-0.23755,"2024-12-07T16:06:47Z"
"74",270,3057946,"Harlesden HP2",51.53356,-0.24096,"2024-12-07T16:00:10Z"
"75",271,3057947,"Harlesden HP1",51.53505,-0.24312,"2024-12-07T15:54:31Z"
"76",272,3057948,"Harlesden LP1",51.53536,-0.24114,"2024-12-07T15:50:18Z"
"77",273,3079185,"Stondon Walk",51.531674,0.045623,"2024-12-07T16:00:00Z"
"78",275,3261167,"Primrose Hill",51.5395,-0.1519,"2024-12-07T16:00:00Z"
"79",276,3278199,"Perivale, Buckingham Ave",51.54084,-0.321103,"2024-12-07T16:00:00Z"
