"","id","name","latitude","longitude","latest"
"180",225756,"Hackney - Old Street",51.526454,-0.08491,"2023-07-08T07:00:00+01:00"
"181",225757,"Kingston Upon Thames - Cromwell Road",51.412308,-0.29658478,"2024-06-19T12:00:00+01:00"
"182",225761,"Greenwich - Woolwich Flyover",51.486884,0.017901,"2024-12-02T10:00:00Z"
"183",225763,"Havering - Rainham",51.520787459334,0.205460705694044,"2024-12-02T10:00:00Z"
"184",225764,"Kingston Upon Thames - Tolworth Broadway",51.379312,-0.281259,"2024-06-19T09:00:00+01:00"
"185",225765,"Lewisham - New Cross",51.474954,-0.039641,"2024-12-02T09:00:00Z"
"186",225766,"Lewisham - Deptford",51.4795312838203,-0.0252606031340197,"2024-12-02T10:00:00Z"
"187",225767,"Lambeth - Brixton Road",51.464113541162,-0.11458102695123,"2024-12-02T10:00:00Z"
"188",225769,"Greenwich - Fiveways Sidcup Rd A20",51.4346627060562,0.0642224671704697,"2024-12-02T09:00:00Z"
"189",225770,"Newham - Cam Road",51.537598,-0.002138,"2024-04-02T11:00:00+01:00"
"190",225771,"Richmond Upon Thames - Barnes Wetlands",51.476168,-0.230427,"2024-12-02T10:00:00Z"
"191",225772,"Newham - Wren Close",51.514727,0.014554,"2024-03-28T14:00:00Z"
"192",225773,"Merton - Merton Road",51.4161384794862,-0.192230805042824,"2024-11-29T17:00:00Z"
"193",225775,"Merton - Morden Civic Centre 2",51.40162,-0.19589212,"2024-11-29T12:00:00Z"
"194",225776,"Lewisham - Loampit Vale",51.4646910611736,-0.0160682432041527,"2024-12-02T10:00:00Z"
"195",225777,"Haringey  - Priory Park South",51.5839769007709,-0.125400278484885,"2024-12-01T23:00:00Z"
"196",225779,"Harrow - Pinner Road",51.588417,-0.362989,"2022-08-10T13:00:00+01:00"
"197",225780,"Kingston Upon Thames - Kingston Vale",51.4355006647773,-0.257029893767993,"2024-06-15T03:00:00+01:00"
"198",225782,"Islington - Arsenal",51.557895,-0.106989,"2024-12-02T10:00:00Z"
"199",225783,"Lambeth - Bondway Interchange",51.4854867739729,-0.124545234819213,"2023-07-26T21:00:00+01:00"
"200",225785,"Reigate and Banstead - A23 Hooley",51.2924706381269,-0.154121454400678,"2023-08-01T13:00:00+01:00"
"201",225786,"Lambeth - Streatham Green",51.4282131429499,-0.13186863879576,"2024-11-30T01:00:00Z"
"202",225787,"Southwark - Tower Bridge Road",51.5013906712066,-0.0782034373606952,"2024-12-02T10:00:00Z"
"203",225789,"Havering - Romford",51.572976,0.179079,"2024-12-02T10:00:00Z"
"204",225790,"Redbridge - Ley Street",51.5694843315237,0.0829074748964946,"2024-04-03T12:00:00+01:00"
"205",225791,"Islington - Holloway Road",51.555378,-0.116146,"2024-12-02T10:00:00Z"
"206",225792,"Sutton - Beddington Village",51.3712010773161,-0.131948824988095,"2024-06-21T07:00:00+01:00"
"207",225793,"Southwark - Elephant and Castle",51.4931557048667,-0.101527038274853,"2024-12-02T10:00:00Z"
"208",225794,"Southwark - Lower Road",51.4965604167321,-0.0530504472531612,"2024-12-02T10:00:00Z"
"209",225796,"Greenwich - Falconwood",51.4563,0.085606,"2024-12-02T10:00:00Z"
"210",225797,"Greenwich - Westhorne Avenue",51.456357,0.040725,"2024-12-02T10:00:00Z"
"211",225800,"Greenwich - Trafalgar Road (Hoskins St)",51.4839072533485,0.000407396935849736,"2024-12-02T10:00:00Z"
"212",225801,"Westminster - Elizabeth Bridge",51.4922482333024,-0.147114752900186,"2024-12-02T10:00:00Z"
"213",225802,"Southwark - Vicarage Grove",51.4735803479615,-0.0877818536754426,"2024-12-02T10:00:00Z"
"214",225803,"London Honor Oak Park - UKA00656",51.449673999553,-0.0374179999415852,"2024-12-02T10:00:00Z"
"215",225804,"Lewisham - Catford",51.445468,-0.020266,"2021-11-03T10:00:00Z"
"216",225805,"Wandsworth - Lavender Hill (Clapham Jct)",51.4636903568111,-0.166713485994806,"2024-12-02T10:00:00Z"
"217",225806,"Richmond Upon Thames - Castelnau",51.480189,-0.237335,"2024-11-27T14:00:00Z"
"218",225807,"Westminster - Covent Garden",51.5119769825798,-0.12162720332856,"2024-12-02T10:00:00Z"
"219",225808,"Wandsworth - Wandsworth Town Hall",51.456962,-0.191074,"2024-01-24T11:00:00Z"
"220",225811,"Westminster - Strand (Northbank BID)",51.5119701188277,-0.116713103528546,"2023-10-09T08:00:00+01:00"
"221",225812,"Wandsworth - Putney High Street Facade",51.4637206047191,-0.215890144123119,"2024-01-24T11:00:00Z"
"222",225824,"Croydon - Norbury Manor",51.410039,-0.127523,"2024-11-30T11:00:00Z"
"223",225832,"Sutton - Beddington Lane north",51.389286904505,-0.141661524779893,"2024-06-20T14:00:00+01:00"
"224",225833,"Westminster - Duke Street (Grosvenor)",51.5129998832095,-0.150913488159214,"2024-01-08T08:00:00Z"
"225",225835,"Westminster - Cavendish Square",51.5168016452062,-0.145657269364411,"2023-06-06T15:00:00+01:00"
"226",225837,"Sutton - Worcester Park",51.377923,-0.240414,"2024-06-20T07:00:00+01:00"
"227",225838,"Westminster - Oxford Street East",51.516066,-0.13516388,"2023-06-06T14:00:00+01:00"
"228",225839,"Wandsworth - Battersea",51.4794395281222,-0.141786953606306,"2024-12-02T10:00:00Z"
