"","id","name","latestDateUTC","value","latitude","longitude"
"1",1304522,"no2 µg/m³","2024-12-17T04:00:00Z",39.6,51.537799,-0.247793
"2",1304506,"pm10 µg/m³","2024-12-17T04:00:00Z",8.7,51.537799,-0.247793
"3",6955371,"pm25 µg/m³","2024-12-17T04:00:00Z",10,51.537799,-0.247793
