"","id","name","latestDateUTC","value","latitude","longitude"
"1",1304531,"pm10 µg/m³","2024-12-17T04:00:00Z",10.8,51.529389,0.132857
"2",1304538,"no2 µg/m³","2024-12-17T04:00:00Z",24.3,51.529389,0.132857
