"","id","name","latestDateUTC","value","latitude","longitude"
"1",1304737,"pm25 µg/m³","2024-12-17T04:00:00Z",2,51.4922482333024,-0.147114752900186
"2",1304750,"no2 µg/m³","2024-12-17T04:00:00Z",17.9,51.4922482333024,-0.147114752900186
