"","id","name","latestDateUTC","value","latitude","longitude"
"1",1356319,"pm25 µg/m³","2024-12-17T04:00:00Z",5,51.503858,0.020574415
"2",1310775,"no2 µg/m³","2024-12-13T10:00:00Z",31.5,51.503858,0.020574415
