"","id","name","latestDateUTC","value","latitude","longitude"
"1",241,"no2 µg/m³","2024-12-17T04:00:00Z",28.1,51.52254,-0.15459
"2",246,"pm25 µg/m³","2024-12-13T08:00:00Z",10,51.52254,-0.15459
"3",243,"o3 µg/m³","2024-12-17T03:00:00Z",23.54926,51.52254,-0.15459
"4",245,"pm10 µg/m³","2024-10-27T00:00:00Z",22,51.52254,-0.15459
"5",4957,"so2 µg/m³","2024-12-17T03:00:00Z",1.33045,51.52254,-0.15459
"6",1304850,"co µg/m³","2024-12-17T04:00:00Z",200,51.52254,-0.15459
