"","id","name","latestDateUTC","value","latitude","longitude"
"1",260,"o3 µg/m³","2024-12-17T04:00:00Z",16.56431,51.5841279997181,-0.125254000001611
"2",231,"no2 µg/m³","2024-12-17T04:00:00Z",15.3,51.5841279997181,-0.125254000001611
