"","X.1","X","id","name","latitude","longitude","latest","value"
"48","48","211","225800","Greenwich - Trafalgar Road (Hoskins St)","51.4839072533485","0.000407396935849736","2024-12-02T10:00:00Z","9.8"
"49","49","212","225801","Westminster - Elizabeth Bridge","51.4922482333024","-0.147114752900186","2024-12-02T10:00:00Z","6"
"50","50","213","225802","Southwark - Vicarage Grove","51.4735803479615","-0.0877818536754426","2024-12-02T10:00:00Z","13"
"51","51","214","225803","London Honor Oak Park - UKA00656","51.449673999553","-0.0374179999415852","2024-12-02T10:00:00Z","6"
"52","52","216","225805","Wandsworth - Lavender Hill (Clapham Jct)","51.4636903568111","-0.166713485994806","2024-12-02T10:00:00Z","12.2"
"53","53","218","225807","Westminster - Covent Garden","51.5119769825798","-0.12162720332856","2024-12-02T10:00:00Z","18.2"
"54","54","228","225839","Wandsworth - Battersea","51.4794395281222","-0.141786953606306","2024-12-02T10:00:00Z","6"
"55","55","232","225848","Westminster - Oxford Street","51.5139287404213","-0.152792701881935","2024-12-02T10:00:00Z","11"
"56","56","233","225850","Wandsworth - Tooting High Street","51.429331","-0.166524","2024-12-02T10:00:00Z","15"
"57","57","234","225851","Wandsworth - Putney","51.4650325059122","-0.215824580947572","2024-12-02T09:00:00Z","6"
"58","58","235","225852","Wandsworth - Putney High Street","51.463429","-0.215871","2024-12-02T10:00:00Z","17"
"59","59","236","227058","Newham - Britannia Gate","51.503858","0.020574415","2024-12-02T09:00:00Z","4"
"60","60","238","227060","Newham - Hoola Tower","51.508198","0.015002152","2024-12-02T10:00:00Z","20.8"
"61","61","239","230827","Southwark - South Circular Road","51.442633","-0.077653974","2024-12-02T10:00:00Z","3.1"
"62","62","240","270693","Waterloo Place (The Crown Estate)","51.5075819137762","-0.133068372704093","2024-12-02T02:00:00Z","20.6"
"63","63","250","1235983","Islington","51.5465402591367","-0.0907452421552941","2024-12-02T11:00:00Z","0.0580357164144516"
"64","64","251","1462792","UAL Creative Computing Institute, Greencoat Building","51.4723090811869","-0.0860062392925502","2024-12-02T11:00:00Z","1.51770835618178"
"65","65","252","2453304","Marylebone Road","51.52224","-0.15657","2024-12-02T11:00:00Z","6.73750003178914"
"66","66","253","2453309","Honor Oak Park","51.451186","-0.039428","2024-12-02T11:00:00Z","1.2041666607062"
"67","67","254","2453312","Honor Oak Park","51.451186","-0.039428","2024-12-02T11:00:00Z","12.2444444497426"
"68","68","255","2453319","Marylebone Road","51.52224","-0.15657","2024-12-02T11:00:00Z","13.558333158493"
"69","69","256","2659910","Borehamwood Meadow Park - UKA00644","51.6612289992477","-0.270671000067318","2024-12-02T05:00:00Z","2.48625"
"70","70","262","2984093","Maiden Lane, London","51.5423","-0.1285","2024-12-02T11:00:00Z","0.492559526115656"
"71","71","263","3039088","Farthing downs","51.3082","-0.1365","2024-12-02T11:00:00Z","0.213833335787058"
"73","73","269","3057945","Harlesden LP2","51.53469","-0.23755","2024-12-02T10:51:55Z","3.48"
"74","74","270","3057946","Harlesden HP2","51.53356","-0.24096","2024-12-02T10:50:09Z","3.44"
"75","75","271","3057947","Harlesden HP1","51.53505","-0.24312","2024-12-02T10:51:57Z","4.7"
"76","76","272","3057948","Harlesden LP1","51.53536","-0.24114","2024-12-02T11:06:18Z","3.53"
"77","77","273","3079185","Stondon Walk","51.531674","0.045623","2024-12-02T11:00:00Z","0.033500000834465"
"78","78","275","3261167","Primrose Hill","51.5395","-0.1519","2024-12-02T11:00:00Z","0"
"79","79","276","3278199","Perivale, Buckingham Ave","51.54084","-0.321103","2024-12-02T11:00:00Z","0.908333341280619"
