"","id","name","latestDateUTC","value","latitude","longitude"
"1",1304514,"no2 µg/m³","2024-12-16T02:00:00Z",2.7,51.552656,-0.248774
"2",1304547,"pm10 µg/m³","2024-12-16T01:00:00Z",2,51.552656,-0.248774
"3",6612671,"pm25 µg/m³","2024-12-16T02:00:00Z",-1,51.552656,-0.248774
