"","id","name","latestDateUTC","value","latitude","longitude"
"1",1334916,"pm25 µg/m³","2024-12-16T01:00:00Z",0.5,51.442633,-0.077653974
"2",1334915,"pm10 µg/m³","2024-12-16T02:00:00Z",1.3,51.442633,-0.077653974
"3",1329038,"no2 µg/m³","2024-12-16T02:00:00Z",17.5,51.442633,-0.077653974
