"","id","name","latestDateUTC","value","latitude","longitude"
"1",1304511,"no2 µg/m³","2024-12-16T02:00:00Z",5.8,51.613865,-0.125338
"2",1304518,"pm10 µg/m³","2024-02-27T08:00:00Z",-0.5,51.613865,-0.125338
